P_plan_kWh,P_adj_kWh,P_em_kWh,E_bat_kWh
129.94401183136648,129.94401183136648,0.0,10800.0
152.34975927638465,152.34975927638465,0.0,10800.0
274.8105208767794,272.0781799949451,0.0,10800.0
187.20284020873726,199.5232330658801,0.0,10800.0
0.0,0.0,0.0,10800.0
0.0,0.0,0.0,10800.0
0.0,0.0,0.0,10800.0
0.0,0.0,0.0,10800.0
0.0,0.0,0.0,10800.0
405.09921632890814,419.31509109081287,0.0,10800.0
1290.5789297940473,1295.150645508333,0.0,10800.0
1308.2197743616166,1362.1943429330454,0.0,10800.0
511.51052515840024,557.0996175393526,0.0,10800.0
579.0992873501402,614.8749044929974,0.0,10800.0
635.7099163250246,661.8665863250245,0.0,10800.0
828.3618622103315,1027.1191057435467,0.0,10800.0
721.3973438360251,725.9895681217395,0.0,10800.0
764.9921398884321,811.9384398884322,0.0,10800.0
807.2885577324579,844.1210067800769,0.0,10800.0
850.2555892306711,876.9629192306712,0.0,10800.0
900.9270109591486,917.6625614353391,0.0,10800.0
952.6430487599519,959.8972435218566,0.0,10800.0
997.7840789201174,997.7840789201174,0.0,10800.0
1029.5815257231698,1031.7970981041221,0.0,10800.0
1035.4203599945236,1035.4203599945236,0.0,10800.0
1054.1915288956088,1054.1915288956088,0.0,10800.0
1086.5833173688627,1086.7156245117199,0.0,10800.0
955.2328340955378,955.2328340955378,0.0,10800.0
740.0565060808063,740.0565060808063,0.0,10800.0
0.0,0.0,0.0,10295.4055
0.0,0.0,0.0,9770.66625925926
0.0,0.0,0.0,9266.034777777779
0.0,0.0,0.0,8801.176296296297
732.3286118583175,732.3286118583175,0.0,9087.598036968782
0.0,0.0,0.0,8607.444333265079
0.0,0.0,0.0,8136.317536968782
0.0,0.0,0.0,7644.748129561375
0.0,0.0,0.0,7107.251833265079
749.3578286648483,749.3578286648483,0.0,7348.607859063442
740.6185507395263,740.6185507395263,0.0,7614.875214729016
727.233530096757,727.233530096757,0.0,7893.099891816098
582.2854777833777,582.2957077833801,0.0,8024.09956382114
0.0,0.0,0.0,7521.101952710029
0.0,0.0,0.0,7021.137137895214
0.0,0.0,0.0,6515.507471228548
734.9997033378536,734.9997033378536,0.0,6768.396074232616
740.4769072162895,740.4769072162895,0.0,7021.360790727277
732.9442304812388,732.9442304812388,0.0,7233.331908160392
724.4016172866563,724.4016172866563,0.0,7432.338543718383
739.2666613562797,739.2666613562797,0.0,7667.877538939035
778.0335901860063,778.0335901860063,0.0,7936.885415106441
716.0739900135081,716.0739900135081,0.0,8176.168316118598
1382.2113388567298,1382.2113388567298,0.0,8926.168316118597
1395.413697115647,1395.413697115647,0.0,9676.168316118597
1396.4149401649938,1396.4149401649938,0.0,10426.168316118597
1386.8267775906447,1386.8267775906447,0.0,10800.0
574.0241332517082,574.0241332517082,0.0,10800.0
581.2392619414644,581.2392619414644,0.0,10800.0
568.9851226465206,568.9851226465206,0.0,10800.0
579.5319268123956,579.5319268123956,0.0,10800.0
595.7608963227419,595.7608963227419,0.0,10800.0
603.2736921205494,603.2736921205494,0.0,10800.0
605.4261435353037,605.4261435353037,0.0,10800.0
597.0199807482165,597.0199807482165,0.0,10800.0
0.0,0.0,0.0,10154.64074074074
594.0167655453579,594.0167655453579,0.0,10149.477091346695
597.7418635846782,597.7418635846782,0.0,10163.883733572906
608.9494174200611,608.9494174200611,0.0,10185.80420925096
606.2941018628114,606.2941018628114,0.0,10203.976320927492
615.9676308350593,615.9676308350593,0.0,10229.870008679045
635.6139946844447,635.6139946844447,0.0,10265.456603895045
546.9860753703156,546.9860753703156,0.0,10193.158002454655
644.4124520124939,644.4124520124939,0.0,10234.637339265899
1480.2547271894773,1480.2547271894773,0.0,10800.0
640.5427305496157,640.5427305496157,0.0,10800.0
639.8432919056437,639.8432919056437,0.0,10800.0
646.2978882680128,646.2978882680128,0.0,10800.0
648.8682851651172,648.8682851651172,0.0,10800.0
658.5162440850784,658.5162440850784,0.0,10800.0
665.8015124106178,665.8015124106178,0.0,10800.0
663.5182145280342,663.5182145280342,0.0,10800.0
671.8601095636977,671.8601095636977,0.0,10800.0
683.2670492007766,683.2670492007766,0.0,10800.0
664.2466065562623,664.2466065562623,0.0,10800.0
667.1913412462613,667.1913412462613,0.0,10800.0
687.9511528639646,687.9511528639646,0.0,10800.0
0.8523342366400659,0.8523342366400659,0.0,10059.572630633304
675.8845319104157,675.8845319104157,0.0,10075.168759352679
698.2342466295655,698.2342466295655,0.0,10129.690081319288
701.8720972322504,701.8720972322504,0.0,10188.385843828313
705.086893722827,705.086893722827,0.0,10241.648048178857
716.453219148189,716.453219148189,0.0,10298.787445412227
716.2149366845189,716.2149366845189,0.0,10352.750953428294
701.4503216953885,701.4503216953885,0.0,10385.207852954145
692.0653771419416,692.0653771419416,0.0,10395.136692381893
709.5571566896007,709.5571566896007,0.0,10411.819443402534
731.6257636272551,731.6257636272551,0.0,10458.984660667064
723.6185264111106,723.6185264111106,0.0,10527.089334437063
1531.78195873573,1531.78195873573,0.0,10800.0
778.9590292924909,778.9590292924909,0.0,10800.0
910.198451201311,910.198451201311,0.0,10800.0
918.4918810490673,905.6831543824006,0.0,10800.0
902.9760611894236,890.2990021418045,0.0,10800.0
916.3007948014226,762.319009989095,0.0,10676.463714802698
199.47143221790776,64.27721628529312,0.0,9774.535769934504
897.3617859995802,886.8740217138659,0.0,9821.444389476983
867.8651882201314,864.8673544106075,0.0,9908.69588344653
822.7687037732499,774.629940916107,0.0,9943.915545271026
784.7115956513254,745.4963727941827,0.0,9977.05556078579
730.6696319774544,700.6921381679306,0.0,10016.759485136927
1476.1534491668583,1455.7159529763821,0.0,10766.759485136927
728.3027774936483,717.6422770174578,0.0,10800.0
70.61364858255668,70.05651191589004,0.0,9976.563716943581
26.3292104264868,0.0,0.0,9062.306661388026
0.0,0.0,0.0,8219.111253980618
0.0,0.0,0.0,7449.593198425063
0.0,0.0,0.0,6738.340420647285
0.0,0.0,0.0,6087.135642869507
0.0,0.0,0.0,5508.021291017655
0.0,0.0,0.0,5002.644809536174
0.0,0.0,0.0,4542.885291017656
0.0,0.0,0.0,4127.015846573211
0.0,0.0,0.0,3805.935050276915
0.0,0.0,0.0,3548.8179391658036
0.0,0.0,0.0,3301.748031758396
0.0,0.0,0.0,3067.5707724991366
0.0,0.0,0.0,2854.200457684322
216.71113473575818,197.255508545282,0.0,2883.1629153750755
205.87771892521766,187.733312258551,0.0,2938.1751114077715
177.81338614508962,162.35812328794677,0.0,2994.4771973669235
974.2102543397154,963.5798067206679,0.0,3744.4771973669235
971.3795310895364,943.1922906133459,0.0,4494.477197366923
971.0908370580074,943.4251432484837,0.0,5244.477197366923
956.4857579801326,929.9475484563231,0.0,5994.477197366923
939.7880859642512,917.0796964404417,0.0,6744.477197366923
905.2901110865532,884.1598125151246,0.0,7494.477197366923
868.8511881878436,845.6608358068912,0.0,8244.477197366923
868.2095519132852,867.515124770428,0.0,8994.477197366923
882.2494429084823,385.7790145642821,0.0,9361.383210474778
889.8457763910267,885.6717597243601,0.0,10111.383210474778
893.4115382188722,887.5122505998247,0.0,10800.0
932.0136270908422,89.77290090036604,0.0,10800.0
147.2548684696497,135.67995894584018,0.0,10800.0
0.0,0.0,0.0,10749.477962962963
138.1866114974291,149.56906054504816,0.0,10800.0
157.66154097196525,164.69324097196525,0.0,10800.0
0.0,0.0,0.0,10712.819907407407
0.0,0.0,0.0,10595.81974074074
75.44902414791005,101.09343367171752,0.0,10596.928331045287
0.0,0.0,0.0,10434.450479193434
0.0,0.0,0.0,10211.724312526767
0.0,0.0,0.0,9956.06088660084
0.0,0.0,0.0,9674.961053267507
413.5082747188006,418.24906805213396,0.0,9775.879509514427
1292.3422205167435,1288.671949088172,0.0,10525.879509514427
1310.863761414594,1361.9048052241178,0.0,10800.0
1348.2935254781464,1390.8313335733847,0.0,10800.0
580.7559758965465,613.7182963727369,0.0,10800.0
639.4127062349527,662.356839568286,0.0,10800.0
683.4697163735382,696.1808963735381,0.0,10800.0
720.3630975285864,722.7139894333483,0.0,10800.0
763.277054871412,809.7229286809358,0.0,10800.0
804.8457717808262,841.3364222570168,0.0,10800.0
846.184553183911,871.4930467648628,0.0,10800.0
896.3962573353676,913.2005463829867,0.0,10800.0
948.7111755759697,955.8847765283506,0.0,10800.0
994.911075847428,994.911075847428,0.0,10800.0
1028.7536752447259,1031.182071435202,0.0,10800.0
1035.690628890908,1035.690628890908,0.0,10800.0
1054.3430486060902,1054.3430486060902,0.0,10800.0
1086.6177914835766,1086.755427674053,0.0,10800.0
955.383604348729,955.383604348729,0.0,10800.0
0.0,0.0,0.0,10044.025925925926
0.0,0.0,0.0,9285.614759259259
603.8702342504419,543.6669487606421,0.0,9061.448128252565
0.0,0.0,0.0,8222.251831956268
0.0,0.0,0.0,7383.804665289601
732.0653769839389,732.0653769839389,0.0,7377.803973049533
0.0,0.0,0.0,6577.105824901385
0.0,0.0,0.0,5761.391602679163
0.0,0.0,0.0,4962.721565642126
0.0,0.0,0.0,4197.882676753237
0.0,0.0,0.0,3403.653861938423
740.7732235828535,740.7732235828535,0.0,3418.016698162991
728.2767379852521,728.2767379852521,0.0,3438.682262349718
0.0,0.0,0.0,2644.955762349718
736.5609468673625,736.5609468673625,0.0,2671.4021695303445
733.598023955511,733.598023955511,0.0,2710.8923910903045
0.0,0.0,0.0,1916.3201503495638
735.3478337918878,735.3478337918878,0.0,1930.8222857622627
739.5619012080025,739.5619012080025,0.0,1970.630996849465
732.8733566592506,732.8733566592506,0.0,1998.8025178427904
723.8883286574635,723.8883286574635,0.0,2013.3697936345077
738.7141128125634,738.7141128125634,0.0,2041.2944951658149
778.0836036660817,778.0836036660817,0.0,2095.1080634652885
716.1618415100031,716.1618415100031,0.0,2142.3178708242913
588.5630945571716,588.5630945571716,0.0,2161.9481559257456
1395.624646162314,1395.624646162314,0.0,2911.9481559257456
563.3015591709543,563.3015591709543,0.0,2933.8737241796043
553.6020905133482,553.6020905133482,0.0,2944.6786056416177
573.9784311695337,573.9784311695337,0.0,2969.3635936941982
581.2642911146932,581.2642911146932,0.0,3002.954825697422
1402.5551198634153,1402.5551198634153,0.0,3752.954825697422
634.8989574028005,634.8989574028005,0.0,3823.2920073599425
595.8366946559055,595.8366946559055,0.0,3853.3593525502574
1436.583355810123,1436.583355810123,0.0,4603.359352550257
606.1372081709311,606.1372081709311,0.0,4665.449714904095
596.2456649597123,596.2456649597123,0.0,4694.627908367836
599.3594456473569,599.3594456473569,0.0,4701.812409450457
593.068070296438,593.068070296438,0.0,4737.682287717252
1426.486865352063,1426.486865352063,0.0,5487.682287717252
1439.391661549244,1439.391661549244,0.0,6234.476783111571
606.0185149132337,606.0185149132337,0.0,6246.717576533481
1447.051974403102,1447.051974403102,0.0,6996.717576533481
1462.7623790926855,1462.7623790926855,0.0,7746.717576533481
1469.8348227648244,1469.8348227648244,0.0,8496.717576533481
1470.885245963936,1470.885245963936,0.0,9246.717576533481
1470.3385947480758,1470.3385947480758,0.0,9996.717576533481
636.9012755527517,636.9012755527517,0.0,10033.181639530958
642.8690572557362,642.8690572557362,0.0,10071.12434106112
646.4544103425328,646.4544103425328,0.0,10078.4468103694
634.9585715777187,634.9585715777187,0.0,10065.269575085384
642.840369716923,642.840369716923,0.0,10067.758212830615
660.0460667539584,660.0460667539584,0.0,10094.435172909178
656.6542005691912,656.6542005691912,0.0,10132.34197342145
1505.6455735113225,1505.6455735113225,0.0,10800.0
694.4700519245554,694.4700519245554,0.0,10800.0
666.5300355601049,666.5300355601049,0.0,10800.0
655.8058496006619,655.8058496006619,0.0,10772.97475881555
675.8209031454768,675.8209031454768,0.0,10779.695571646478
671.9315337284787,671.9315337284787,0.0,10800.0
672.4697929299966,672.4697929299966,0.0,10800.0
687.9476305672988,687.9476305672988,0.0,10800.0
689.6370084863722,689.6370084863722,0.0,10800.0
696.4453537220776,696.4453537220776,0.0,10788.931059691196
123.32319867182612,123.32319867182612,0.0,10130.206835993225
704.369216855807,704.369216855807,0.0,10160.927901163452
691.3880441294357,691.3880441294357,0.0,10203.658005879945
690.6121342488642,690.6121342488642,0.0,10233.899926703922
705.0012710858148,705.0012710858148,0.0,10276.275980681155
723.542692083772,723.542692083772,0.0,10336.05155855655
1548.5346180553115,1548.5346180553115,0.0,10800.0
683.4536920549377,683.4536920549377,0.0,10800.0
763.2702649535445,763.2702649535445,0.0,10800.0
901.272990689463,901.272990689463,0.0,10800.0
910.7813683514743,896.244435018141,0.0,10800.0
893.3480350692239,878.9459636406524,0.0,10799.44575589702
74.60490485933208,60.06797152599877,20.325361807334502,9873.519829971096
474.2718284402,312.40197028501285,0.0,9220.776667324813
888.7284764332768,876.818193576134,0.0,9234.531661543335
845.1854236775018,841.2017046298829,0.0,9249.63969571023
800.4271620986234,736.2466325748138,0.0,9191.650620793356
763.1218141350896,708.080335563661,0.0,9161.170512160386
708.4601598121033,662.88284647877,0.0,9165.501323991279
1464.576467211545,1428.426623402021,0.0,9915.501323991279
716.5950348500128,689.9263715166794,0.0,9963.64558335629
52.25539174356845,35.229328410235055,0.0,9183.274929738032
19.281669135288514,0.0,0.0,8408.986448256552
0.0,0.0,0.0,7692.727744552848
0.0,0.0,0.0,6988.348577886181
0.0,0.0,0.0,6340.747800108404
0.0,0.0,0.0,5772.447003812107
0.0,0.0,0.0,5239.649318626922
0.0,0.0,0.0,4666.393355663959
0.0,0.0,0.0,4126.931355663958
0.0,0.0,0.0,3692.5915408491433
0.0,0.0,0.0,3291.8197445528467
0.0,0.0,0.0,2940.4236889972913
291.7804450714998,291.4352836429283,0.0,2989.605194275927
257.9842544330637,232.75437967115897,0.0,3022.66496597997
232.95284684970147,213.54291351636812,0.0,3035.664158144701
0.0,0.0,0.0,2785.166935922479
0.0,0.0,0.0,2521.4149174039603
157.9755430824232,148.87937879670883,0.0,2505.1556531040073
968.2363555986836,964.1047303605885,0.0,3255.1556531040073
959.93037613445,953.8757480392119,0.0,4005.1556531040073
947.2987669046657,942.8309735713325,0.0,4755.155653104008
930.8111567860492,929.387170595573,0.0,5476.348231640024
925.4182890208932,925.4182890208932,0.0,6226.348231640024
884.8826362706416,884.8826362706416,0.0,6976.348231640024
833.3333333333333,833.3333333333333,0.0,7726.348231640024
833.3333333333333,833.3333333333333,0.0,8476.348231640024
849.4378444463728,849.4378444463728,0.0,9226.348231640024
852.2946467206978,852.2946467206978,0.0,9976.348231640024
846.2712227065688,846.2712227065688,0.0,10695.886807075936
884.7000939185797,185.73328019157,0.0,10791.954604248349
110.43089103771536,114.2561800853344,0.0,10800.0
115.00646466219723,140.1475713288639,0.0,10800.0
112.14847386702283,134.91314862892762,0.0,10800.0
129.35356943903935,147.63650991522985,0.0,10800.0
147.35676285849542,162.27026047754305,0.0,10800.0
171.30057332478742,180.85636189621601,0.0,10800.0
201.02627746484183,202.58457508388943,0.0,10800.0
230.10459815782727,243.28717384830182,0.0,10800.0
0.0,0.0,0.0,10597.054296296295
0.0,0.0,0.0,10363.680685185185
0.0,0.0,0.0,10069.355962962964
397.5848750825613,402.1754598444661,0.0,10122.981436822984
881.0908633158848,881.0908633158848,0.0,10541.32096380728
457.26033566661596,506.34024757137786,0.0,10591.40168662152
496.185235083681,536.1160212741572,0.0,10648.214115768262
1395.7497575589528,1426.2658837494291,0.0,10800.0
622.9679490802333,643.2977533659475,0.0,10800.0
671.976961588841,681.7548311126505,0.0,10800.0
712.3426590094373,712.3426590094373,0.0,10800.0
751.1066182153505,797.62664773916,0.0,10800.0
795.0312672862358,831.5865272862358,0.0,10800.0
842.4084677936863,869.1278273174959,0.0,10800.0
885.2345876598062,901.8917928979014,0.0,10800.0
932.5741163445546,938.1324997016978,0.0,10800.0
983.3314519650836,983.3314519650836,0.0,10800.0
1022.4372947819284,1025.152967639071,0.0,10800.0
1030.6883696537484,1030.6883696537484,0.0,10800.0
1047.521242584522,1047.521242584522,0.0,10800.0
1079.7226153023921,1079.8626357785827,0.0,10800.0
948.4618543435464,948.4618543435464,0.0,10800.0
0.0,0.0,0.0,9984.846296296297
0.0,0.0,0.0,9198.612888888889
0.0,0.0,0.0,8382.859666666667
0.0,0.0,0.0,7570.635592592593
0.0,0.0,0.0,6777.466537037038
0.0,0.0,0.0,6005.089277777778
714.6513201283447,714.6513201283447,0.0,6026.564465893288
726.942049673879,726.9421011024504,0.0,6039.412776885493
603.8960478515519,604.2819378370704,0.0,5893.965689297053
0.0,0.0,0.0,5073.837911519276
0.0,0.0,0.0,4270.889652260016
0.0,0.0,0.0,3476.1742633711274
0.0,0.0,0.0,2678.5872263340902
729.3141421244829,729.3141421244829,0.0,2694.481369246125
730.3973875774456,730.3973875774456,0.0,2707.089698065826
727.0109727710437,727.0109727710437,0.0,2704.2111492929116
0.0,0.0,0.0,1899.5855937373562
729.9371132820785,729.9371132820785,0.0,1923.6855956912268
733.3404589416186,733.3404589416186,0.0,1955.9570087386837
727.482446948442,727.482446948442,0.0,1950.999023866582
720.6361935792206,720.6361935792206,0.0,1937.8764796953458
736.6928514001876,736.6928514001876,0.0,1958.1425459555146
775.2363847668887,775.2363847668887,0.0,1981.8897222457144
714.637195265459,714.637195265459,0.0,2006.4857429846277
589.235629840545,589.235629840545,0.0,2042.7923098411181
560.2178767752443,560.2178767752443,0.0,2081.2207889388383
558.8095918666987,558.8095918666987,0.0,2099.7108166188673
548.9404342111585,548.9404342111585,0.0,2087.8557435201546
567.9783434074901,567.9783434074901,0.0,2070.5027732321805
573.4106501777243,573.4106501777243,0.0,2075.4432033921325
1395.2848603354107,1395.2848603354107,0.0,2825.4432033921325
576.8293018350487,576.8293018350487,0.0,2825.2360572829275
589.967833341117,589.967833341117,0.0,2845.394377289933
589.4770019161782,589.4770019161782,0.0,2911.8686790144934
1430.1906940510034,1430.1906940510034,0.0,3661.8686790144934
1423.8396959232962,1423.8396959232962,0.0,4411.868679014493
648.4932608329044,648.4932608329044,0.0,4462.529613764107
1420.453512562584,1420.453512562584,0.0,5212.529613764107
1423.283439471962,1423.283439471962,0.0,5962.529613764107
1440.6632712293158,1440.6632712293158,0.0,6710.069557870491
1440.6972064101737,1440.6972064101737,0.0,7460.069557870491
1445.892625619581,1445.892625619581,0.0,8210.06955787049
624.9633583928392,624.9633583928392,0.0,8235.262080424047
629.5309889753222,629.5309889753222,0.0,8252.805380501837
631.1794930124968,631.1794930124968,0.0,8283.158954213084
630.9120919603369,630.9120919603369,0.0,8317.747836977387
624.339207087544,624.339207087544,0.0,8319.784918356178
1467.2720708700876,1467.2720708700876,0.0,9069.784918356178
1481.6636032367678,1481.6636032367678,0.0,9819.784918356178
638.3658255404291,638.3658255404291,0.0,9842.428281342563
644.6863589676573,644.6863589676573,0.0,9857.762954413454
658.1924306967743,658.1924306967743,0.0,9876.296142040552
639.7856532271874,639.7856532271874,0.0,9884.865779945021
652.5611620396173,652.5611620396173,0.0,9898.614685780676
687.690215559207,687.690215559207,0.0,9937.086879783963
668.6638621924856,668.6638621924856,0.0,9987.3837207572
663.0554202546061,663.0554202546061,0.0,10030.579703986345
679.8459871528864,679.8459871528864,0.0,10052.962092423943
668.9038678881107,668.9038678881107,0.0,10062.881593523241
662.8913280818783,662.8913280818783,0.0,10084.536728796931
679.0715544205148,679.0715544205148,0.0,10133.090127775395
688.7818046714293,688.7818046714293,0.0,10187.457496979681
697.9678259594714,697.9678259594714,0.0,10237.258360343205
706.1310746407945,706.1310746407945,0.0,10278.96832751992
696.1178200995678,696.1178200995678,0.0,10301.481830609531
679.8047173630866,679.8047173630866,0.0,10320.63534623631
677.3317782226848,677.3317782226848,0.0,10357.787446636727
1071.9104857222992,1071.9104857222992,0.0,10745.076618786796
716.5723640282441,716.5723640282441,0.0,10787.032726412215
705.8496110520133,705.8496110520133,0.0,10800.0
1510.2016690401474,1510.2016690401474,0.0,10800.0
759.780031387793,759.780031387793,0.0,10800.0
895.5954749467096,895.5954749467096,0.0,10800.0
901.3567044701923,889.3798578035257,0.0,10800.0
881.8298111988076,869.984535484522,0.0,10797.762335723542
900.2924342400984,888.3155875734317,0.0,10800.0
75.27767136159869,75.27767136159869,0.0,9919.957968179555
884.9404001680956,875.9963406442862,0.0,9947.782659759412
831.0888014432481,831.0888014432481,0.0,9975.916706058335
790.58591903969,764.070944612326,0.0,9960.348811183141
755.4918658333901,755.4918658333901,0.0,9969.184260433192
698.2249785429636,698.2249785429636,0.0,9981.48949112186
1458.7447567001084,1437.947167176299,0.0,10705.45268658053
706.5143527709254,695.5136275328301,0.0,10697.935161617008
31.545397096174383,30.546891858079107,0.0,9824.787726644503
0.4964176662157721,0.0,0.0,8957.436856274133
0.0,0.0,0.0,8162.799041459318
0.0,0.0,0.0,7412.461078496355
0.0,0.0,0.0,6741.117115533392
0.0,0.0,0.0,6101.76515257043
0.0,0.0,0.0,5466.7142266445035
0.0,0.0,0.0,4910.668448866726
0.0,0.0,0.0,4394.369504422281
0.0,0.0,0.0,3874.363485903763
0.0,0.0,0.0,3421.969745163022
0.0,0.0,0.0,3041.137578496355
0.0,0.0,0.0,2701.0713747926516
94.69356807026061,94.69356807026061,0.0,2512.1700985744224
231.00455465884923,231.00455465884923,0.0,2522.193132767387
0.0,0.0,0.0,2313.720447582202
0.0,0.0,0.0,2117.594669804424
161.61074718372825,161.61074718372825,0.0,2132.2840472697794
956.1738343790195,956.1738343790195,0.0,2882.2840472697794
942.1475848768703,942.1160653530608,0.0,3605.642516087534
935.4995925795843,935.4995925795843,0.0,4325.51386940916
929.7705530949283,929.7705530949283,0.0,5075.51386940916
924.6619550162678,924.6619550162678,0.0,5825.51386940916
884.1175636476679,884.1175636476679,0.0,6575.51386940916
833.3333333333333,833.3333333333333,0.0,7325.51386940916
835.6002989074137,835.6002989074137,0.0,8075.51386940916
854.8610804328902,854.8610804328902,0.0,8825.51386940916
854.4515209732062,854.4515209732062,0.0,9575.51386940916
846.234957199988,846.234957199988,0.0,10325.51386940916
876.3818968043554,617.3752357148121,0.0,10800.0
0.0,0.0,0.0,10681.48425925926
102.90573648035691,140.80417171845215,0.0,10686.542638805866
109.13469586617435,144.08677300903148,0.0,10659.020108815901
0.0,44.72748495728295,0.0,10466.886758768438
0.0,0.0,0.0,10241.033629138808
0.0,0.0,0.0,10021.994518027697
0.0,0.0,0.0,9775.109795805474
0.0,0.0,0.0,9512.691758768437
0.0,0.0,0.0,9199.728777286955
0.0,0.0,0.0,8815.232943953622
0.0,0.0,0.0,8406.791332842511
385.1208627925986,404.7256927925986,0.0,8414.92780635585
1256.9520084260766,1267.5741560451243,0.0,9141.002796796462
452.5094214474067,499.591655733121,0.0,9100.060025388819
493.3640725099113,530.5162239384827,0.0,9065.894737172319
1386.5350545743631,1413.1993302886488,0.0,9815.894737172319
1284.947016610848,1465.0598974513564,0.0,10565.894737172319
659.5570840978247,665.8366655263961,0.0,10598.591571146075
692.1614306534248,692.1614306534248,0.0,10615.235358734157
741.4432287309869,787.7701539690821,0.0,10663.823227306331
796.2972798809229,832.4613022618753,0.0,10700.24291434202
844.5915342339059,870.8244132815249,0.0,10732.079136295391
885.6461419419089,901.834320037147,0.0,10761.398334328824
930.6158824376244,935.7699442281009,0.0,10782.477034134114
981.3110675699579,981.3110675699579,0.0,10798.940494947075
1024.7715998234162,1027.8064522043685,0.0,10800.0
1034.331308163756,1034.331308163756,0.0,10800.0
1045.288140038548,1045.288140038548,0.0,10800.0
1071.264699469017,1071.4010208975883,0.0,10800.0
940.8486738069884,940.8486738069884,0.0,10800.0
731.0520617696116,731.0520617696116,0.0,10785.72821678105
0.0,0.0,0.0,10024.180624188457
0.0,0.0,0.0,9243.190624188457
0.0,0.0,0.0,8437.285068632902
0.0,0.0,0.0,7630.321809373643
0.0,0.0,0.0,6840.988253818087
714.2506453715675,714.2506453715675,0.0,6856.555834652498
0.0,0.0,0.0,6074.649797615461
