P_plan_kWh,P_adj_kWh,P_em_kWh,P_chg_kWh,P_dis_kWh,E_bat_kWh
833.3333333333333,0.0,0.0,0.0,0.0,10800.0
833.3333333333333,0.0,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,0.0,10800.0
9.023988095237957,0.0,0.0,0.0,0.0,10800.0
25.856535714285958,0.0,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,0.0,10800.0
1142.7866666666664,831.5427865961203,0.0,0.0,0.0,10800.0
1176.8184214285711,1176.8184214285711,0.0,0.0,0.0,10800.0
384.66904761904766,384.66904761904766,0.0,0.0,0.0,10800.0
438.0580357142858,438.0580357142858,0.0,0.0,0.0,10800.0
487.27437380952375,487.27437380952375,0.0,0.0,0.0,10800.0
532.1779333333329,532.1779333333329,0.0,0.0,0.0,10800.0
575.6076190476189,575.6076190476189,0.0,0.0,0.0,10800.0
619.7475833333334,619.7475833333334,0.0,0.0,0.0,10800.0
669.2622738095238,669.2622738095238,0.0,0.0,0.0,10800.0
721.648511904762,721.648511904762,0.0,0.0,0.0,10800.0
767.2146214285713,767.2146214285713,0.0,0.0,0.0,10800.0
799.2774357142855,799.2774357142855,0.0,0.0,0.0,10800.0
824.54375,824.54375,0.0,0.0,0.0,10800.0
854.1535833333332,854.1535833333332,0.0,0.0,0.0,10800.0
864.7989523809522,864.7989523809522,0.0,0.0,0.0,10800.0
877.6880952380952,877.6880952380952,0.0,0.0,0.0,10800.0
895.2921523809524,895.2921523809524,0.0,0.0,0.0,10800.0
804.2644023809523,804.2644023809523,0.0,0.0,0.0,10800.0
658.0242857142857,658.0242857142857,0.0,0.0,0.0,10800.0
0.0,0.0,0.0,0.0,454.13505,10295.4055
653.73485,653.73485,0.0,181.4695333333334,0.0,10458.72808
465.00164047618983,465.00164047618983,0.0,10.833307142856484,0.0,10468.478056428572
643.6003,643.6003,0.0,225.22766666666666,0.0,10671.182956428573
0.0,0.0,0.0,0.0,414.0822333333333,10211.091586058203
0.0,0.0,0.0,0.0,432.1383333333333,9730.9378823545
0.0,0.0,0.0,0.0,424.0141166666667,9259.811086058204
0.0,0.0,0.0,0.0,442.41246666666666,8768.241678650797
0.0,0.0,0.0,0.0,483.74666666666667,8230.7453823545
0.0,0.0,0.0,0.0,481.18446666666665,7696.095974947093
0.0,0.0,0.0,0.0,444.76593333333335,7201.911604576722
0.0,0.0,0.0,0.0,418.095,6737.361604576722
0.0,0.0,0.0,0.0,436.7405166666666,6252.094363835981
0.0,0.0,0.0,0.0,452.69785,5749.09675272487
0.0,0.0,0.0,0.0,449.9683333333333,5249.131937910056
0.0,0.0,0.0,0.0,455.06669999999997,4743.502271243389
658.3488428571429,658.3488428571429,0.0,204.33647619047625,0.0,4927.405099814818
659.0504761904763,659.0504761904763,0.0,199.6454761904763,0.0,5107.086028386247
656.1856690476191,656.1856690476191,0.0,158.76490238095235,0.0,5249.974440529104
652.5518261904762,652.5518261904762,0.0,149.26869285714284,0.0,5384.316264100533
663.8628571428571,663.8628571428571,0.0,186.30619047619052,0.0,5551.991835529105
691.3478095238095,691.3478095238095,0.0,212.21185952380952,0.0,5742.982509100533
639.2524119047619,639.2524119047619,0.0,189.04831190476193,0.0,5913.125989814819
1368.939523809524,1368.939523809524,0.0,833.3333333333333,0.0,6663.125989814819
1343.9329333333333,1343.9329333333333,0.0,833.3333333333333,0.0,7413.125989814819
513.3349261904762,513.3349261904762,0.0,149.75670952380943,0.0,7547.9070283862475
1345.030714285714,1345.030714285714,0.0,833.3333333333333,0.0,8297.907028386247
1359.5429357142857,1359.5429357142857,0.0,833.3333333333333,0.0,9047.907028386247
527.1682809523809,527.1682809523809,0.0,109.99986428571424,0.0,9146.90690624339
1349.4411904761903,1349.4411904761903,0.0,833.3333333333333,0.0,9896.90690624339
526.1061857142856,526.1061857142856,0.0,119.64123571428566,0.0,10004.584018386247
539.2654261904761,539.2654261904761,0.0,138.30555952380942,0.0,10129.059021957675
1378.6021428571426,1378.6021428571426,0.0,745.4899756025831,0.0,10800.0
884.9776285714285,884.9776285714285,0.0,0.0,0.0,10800.0
554.2455523809524,554.2455523809524,0.0,0.0,0.0,10800.0
550.4083333333333,550.4083333333333,0.0,0.0,30.414999999999964,10766.205555555556
544.5908404761904,544.5908404761904,0.0,0.0,54.07320952380958,10706.124211640212
550.2343166666667,550.2343166666667,0.0,0.0,31.500166666666622,10671.124026455027
560.4661904761904,560.4661904761904,0.0,0.0,24.12714285714287,10644.316089947091
556.3781357142857,556.3781357142857,0.0,0.0,29.724730952380998,10611.288611111113
559.7191380952379,559.7191380952379,0.0,0.0,27.477728571428692,10580.757801587304
574.5671428571428,574.5671428571428,0.0,0.0,21.50619047619049,10556.862034391537
582.1139833333333,582.1139833333333,0.0,0.0,29.94083333333333,10523.594441798945
584.2882642857144,584.2882642857144,0.0,0.0,14.036035714285617,10507.99884656085
587.3835714285714,587.3835714285714,0.0,15.15023809523806,0.0,10521.634060846563
592.9372404761905,592.9372404761905,0.0,1.2845071428571373,0.0,10522.790117275135
588.8742833333333,588.8742833333333,0.0,0.0,35.421416666666644,10483.432987645505
580.2311904761905,580.2311904761905,0.0,0.0,48.43380952380949,10429.617643730162
586.6002595238094,586.6002595238094,0.0,0.0,12.473857142857165,10415.75780246032
603.5513261904761,603.5513261904761,0.0,0.0,8.309257142857252,10406.525294523813
615.0283333333332,615.0283333333332,0.0,0.0,32.11000000000005,10370.847516746036
609.678011904762,609.678011904762,0.0,0.0,8.857221428571316,10361.00615960318
614.779680952381,614.779680952381,0.0,0.0,18.062835714285633,10340.936342142862
627.3214285714286,627.3214285714286,0.0,0.0,55.42023809523804,10279.35829981482
619.3129785714286,619.3129785714286,0.0,0.0,30.97828809523806,10244.937979708999
620.9139642857142,620.9139642857142,0.0,0.0,4.369735714285753,10240.082717804236
632.4176190476189,632.4176190476189,0.0,0.0,16.40904761904767,10221.850442671961
624.2332666666666,624.2332666666666,0.0,0.0,43.00369999999998,10174.068553783072
624.978788095238,624.978788095238,0.0,0.0,33.576711904762,10136.761096111115
641.2352380952381,641.2352380952381,0.0,3.580238095238125,0.0,10139.983310396829
649.2663642857143,649.2663642857143,0.0,12.611780952381043,0.0,10151.333913253971
652.1510428571428,652.1510428571428,0.0,6.244376190476183,0.0,10156.9538518254
654.5607142857142,654.5607142857142,0.0,1.595714285714242,0.0,10158.389994682542
654.1305714285713,654.1305714285713,0.0,0.0,2.124911904761954,10156.028981455029
643.3432690476191,643.3432690476191,0.0,0.0,22.04383095238086,10131.535835952383
634.3349999999999,634.3349999999999,0.0,0.0,46.69833333333334,10079.648798915347
649.781726190476,649.781726190476,0.0,0.0,41.23904047619067,10033.82764283069
671.1320380952382,671.1320380952382,0.0,0.0,8.087928571428467,10024.841055529103
672.2754761904762,672.2754761904762,0.0,24.328809523809543,0.0,10046.736984100531
691.0071327160487,691.0071327160487,0.0,57.51243271604873,0.0,10098.498173544975
702.5771404761904,702.5771404761904,0.0,0.0,21.16092619047625,10074.986033333334
0.0,0.0,22.199999999999967,0.0,833.3333333333333,9149.06010740741
0.0,0.0,33.916183333333265,0.0,833.3333333333333,8223.134181481484
140.30906190475866,798.4195547619047,0.0,0.0,56.24926190476192,8160.635001587304
0.0,33.875172380950666,6.293160952382701,0.0,833.3333333333333,7234.709075661378
799.2793380952381,799.2793380952381,0.0,0.0,76.73302857142849,7149.450155026458
798.7920547619049,798.7920547619049,0.0,0.0,35.96127857142831,7109.493178835982
780.6557738095239,780.6557738095239,0.0,12.734523809523882,0.0,7120.954250264554
740.4328142857144,740.4328142857144,0.0,4.935830952381062,0.0,7125.396498121697
694.942088095238,694.942088095238,0.0,0.0,13.7320452380953,7110.138670079369
637.9902380952382,637.9902380952382,0.0,0.0,18.586428571428314,7089.487082777782
1402.6645476190474,1402.6645476190474,0.0,803.6179976190475,0.0,7812.743280634925
619.5924904761903,619.5924904761903,0.0,0.0,49.05507619047633,7758.237640423285
0.0,0.0,0.0,0.0,811.1491666666666,6856.960788571433
0.0,0.0,0.0,0.0,822.83135,5942.703733015877
0.0,0.0,0.0,0.0,758.8758666666665,5099.50832560847
0.0,0.0,0.0,0.0,692.56625,4329.990270052915
0.0,0.0,0.0,0.0,640.1275,3618.737492275137
0.0,0.0,0.0,0.0,586.0843,2967.532714497359
0.0,0.0,0.0,0.0,521.2029166666666,2388.418362645507
0.0,0.0,0.0,0.0,454.83883333333324,1883.0418811640257
0.0,0.0,0.0,0.0,413.7835666666666,1423.2823626455072
0.0,0.0,173.32837361904345,0.0,200.9541263809565,1200.0
0.0,0.0,288.97271666666666,0.0,0.0,1200.0
0.0,0.0,231.40539999999993,0.0,0.0,1200.0
0.0,0.0,222.36291666666676,0.0,0.0,1200.0
0.0,0.0,210.75953333333337,0.0,0.0,1200.0
0.0,0.0,192.03328333333334,0.0,0.0,1200.0
0.0,0.0,165.07499999999996,0.0,0.0,1200.0
0.0,0.0,126.60864999999997,0.0,0.0,1200.0
32.13596666666687,32.13596666666687,67.66428333333306,0.0,0.0,1200.0
833.3333333333333,833.3333333333333,0.0,747.8695833333331,0.0,1873.0826249999998
833.3333333333333,833.3333333333333,0.0,772.8124166666664,0.0,2568.6137999999996
833.3333333333333,833.3333333333333,0.0,809.2886166666667,0.0,3296.9735549999996
833.3333333333333,833.3333333333333,0.0,818.9291666666668,0.0,4034.0098049999997
833.3333333333333,833.3333333333333,0.0,778.2876499999999,0.0,4734.46869
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,5484.46869
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,6234.46869
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,6984.46869
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,7734.46869
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,8484.46869
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,9234.46869
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,9984.46869
0.0,0.0,0.0,0.0,19.462499999999938,9962.84369
0.0,0.0,0.0,0.0,45.46983333333325,9912.321652962963
0.0,0.0,0.0,0.0,26.771183333333283,9882.575893703703
8.695059523809656,8.695059523809656,0.0,0.0,13.880773809523664,9867.15281169312
20.186523809523806,20.186523809523806,0.0,0.0,58.275559523809534,9802.402189999999
0.0,0.0,0.0,0.0,105.30015000000003,9685.402023333332
0.0,0.0,0.0,0.0,99.86166666666668,9574.444615925924
0.0,0.0,0.0,0.0,146.23006666666666,9411.966764074072
0.0,0.0,0.0,0.0,200.45355,9189.240597407404
0.0,0.0,0.0,0.0,230.0970833333334,8933.577171481478
0.0,0.0,0.0,0.0,252.98985000000008,8652.477338148145
0.0,0.0,0.0,0.0,306.11745,8312.346838148145
1141.7458928571427,1141.7458928571427,0.0,768.5846428571427,0.0,9004.073016719574
1172.553852380952,1172.553852380952,0.0,767.3224857142852,0.0,9694.66325386243
381.65859523809536,960.2527815402711,0.0,509.4751648736046,0.0,10153.190902248674
440.73767857142855,440.73767857142855,0.0,0.0,79.29898809523804,10065.080915476188
492.03405,492.03405,0.0,0.0,83.31276666666659,9972.511174735448
531.6621357142855,531.6621357142855,0.0,0.0,106.5195142857145,9854.156158862432
568.9269642857141,568.9269642857141,0.0,0.0,131.16220238095244,9708.420378439152
615.8196285714287,615.8196285714287,0.0,0.0,113.04213809523783,9582.818002777776
664.7702452380951,664.7702452380951,0.0,0.0,110.84985476190498,9459.651497486771
712.4117857142857,712.4117857142857,0.0,0.0,126.15946428571426,9319.474314947089
760.5266666666666,760.5266666666666,0.0,0.0,104.43098333333333,9203.439889021163
795.6749190476189,795.6749190476189,0.0,0.0,97.54011428571448,9095.061984259259
820.7492261904761,820.7492261904761,0.0,0.0,120.8178571428572,8960.819920767195
850.2362142857143,850.2362142857143,0.0,0.0,135.40005238095227,8810.375418121692
861.945411904762,861.945411904762,0.0,0.0,143.43148809523805,8651.007098015873
876.4557142857143,876.4557142857143,0.0,0.0,150.46261904761906,8483.826410185186
894.2309452380953,894.2309452380953,0.0,0.0,156.033238095238,8310.45614563492
801.7787,801.7787,0.0,0.0,100.32436666666672,8198.984627116402
655.1759523809523,655.1759523809523,0.0,0.0,25.20071428571441,8170.983833465609
0.0,640.1544404761904,0.0,0.0,42.41560952380958,8123.855378439153
654.9575619047617,654.9575619047617,0.0,0.0,90.45935476190493,8023.344984259259
424.541504761905,638.842619047619,0.0,0.0,116.4340476190476,7893.973820238095
634.6952404761905,634.6952404761905,0.0,0.0,119.90720952380948,7760.743587433863
0.0,638.3719809523809,0.0,0.0,99.09401904761913,7650.639121825397
0.0,0.0,0.0,0.0,720.6283333333333,6849.940973677249
0.0,0.0,0.0,0.0,734.1428000000001,6034.226751455026
0.0,220.44423559523744,0.0,0.0,498.3587977380958,5480.494753968253
0.0,0.0,0.0,0.0,688.355,4715.655865079363
0.0,0.0,0.0,0.0,714.8059333333333,3921.4270502645486
0.0,0.0,0.0,0.0,724.8145166666666,3116.0775873015855
0.0,0.0,0.0,0.0,705.315,2332.394253968252
0.0,0.0,0.0,0.0,714.35385,1538.6677539682523
0.0,652.8427785714284,0.0,0.0,54.33327142857153,1478.2974523809507
0.0,0.0,439.2522928571442,0.0,250.46770714285572,1200.0
0.0,0.0,715.1150166666666,0.0,0.0,1200.0
654.150119047619,654.150119047619,65.08423095238095,0.0,0.0,1200.0
650.7154761904762,650.7154761904762,44.61452380952369,0.0,0.0,1200.0
655.3265714285715,655.3265714285715,46.245095238095246,0.0,0.0,1200.0
657.3051071428571,657.3051071428571,50.3973595238095,0.0,0.0,1200.0
666.4478571428572,666.4478571428572,41.238809523809394,0.0,0.0,1200.0
690.8569619047619,690.8569619047619,27.433788095238015,0.0,0.0,1200.0
636.2360904761905,636.2360904761905,27.47040952380947,0.0,0.0,1200.0
1364.7814285714285,1364.7814285714285,0.0,798.0297619047617,0.0,1918.2267857142856
1340.2060857142856,1340.2060857142856,0.0,803.7844190476189,0.0,2641.6327628571426
506.1189214285714,506.1189214285714,0.0,0.0,32.82089523809524,2605.165101481481
1333.3107142857143,1333.3107142857143,0.0,791.7140476190476,0.0,3317.707744338624
1351.7048404761904,1351.7048404761904,0.0,805.1541738095239,0.0,4042.3465007671953
527.6398785714285,527.6398785714285,0.0,0.0,16.300821428571453,4024.2344769576716
1354.7480952380952,1354.7480952380952,0.0,813.2064285714284,0.0,4756.120262671957
527.9280261904762,527.9280261904762,0.0,0.0,28.81850714285709,4724.099699179894
538.1717404761904,538.1717404761904,0.0,0.0,24.256792857142877,4697.147707116402
1376.702619047619,1376.702619047619,0.0,828.2442857142856,0.0,5442.567564259259
878.9151119047619,878.9151119047619,0.0,341.76719523809527,0.0,5750.158039973545
549.6942119047618,549.6942119047618,0.0,0.0,14.131238095238132,5734.456664312169
551.4697619047619,551.4697619047619,0.0,0.0,39.9069047619048,5690.115659021163
1377.3013738095237,1377.3013738095237,0.0,824.0887238095238,0.0,6431.795510449734
1380.3622714285714,1380.3622714285714,0.0,820.8312047619047,0.0,7170.543594735448
1391.5957142857144,1391.5957142857144,0.0,781.9757142857145,0.0,7874.3217375925915
1389.4960690476191,1389.4960690476191,0.0,797.0784357142858,0.0,8591.692329735448
1391.2964976190474,1391.2964976190474,0.0,815.9842642857141,0.0,9326.07816759259
569.8299999999999,569.8299999999999,0.0,0.0,13.730000000000018,9310.822612037035
578.6400023809524,578.6400023809524,0.0,3.391269047619062,0.0,9313.874754179891
578.8994880952382,578.8994880952382,0.0,0.0,11.453945238095153,9301.148148359785
1256.4080772780728,1256.4080772780728,0.0,640.5447439447396,0.0,9877.638417910051
589.6666214285715,589.6666214285715,0.0,0.0,6.719028571428453,9870.172830608464
591.3396904761904,591.3396904761904,0.0,0.0,9.370809523809536,9859.760820026453
580.3488095238093,580.3488095238093,0.0,0.0,57.969523809523935,9795.350238015872
576.6334333333333,576.6334333333333,0.0,0.0,70.18464999999999,9717.367293571428
592.7235404761905,592.7235404761905,0.0,0.0,47.351676190476226,9664.754320026454
611.0297619047619,611.0297619047619,0.0,0.0,19.375238095238046,9643.226277698412
604.2412880952381,604.2412880952381,0.0,0.0,10.294245238095224,9631.78822743386
615.1793047619049,615.1793047619049,0.0,2.635321428571539,0.0,9634.160016719576
637.2726190476191,637.2726190476191,0.0,4.147619047619097,0.0,9637.892873862433
621.1571142857142,621.1571142857142,0.0,0.0,42.92083571428573,9590.203056402115
612.66815,612.66815,0.0,0.0,67.4604166666667,9515.247037883597
623.9204761904762,623.9204761904762,0.0,0.0,44.432857142857145,9465.877196613756
621.5825904761905,621.5825904761905,0.0,0.0,19.498259523809413,9444.212463809523
622.5259071428571,622.5259071428571,0.0,0.0,24.58669285714283,9416.893916190475
632.9445238095238,632.9445238095238,0.0,0.0,46.9588095238095,9364.71746116402
639.38685,639.38685,0.0,0.0,50.08893333333329,9309.06309079365
644.9342357142857,644.9342357142857,0.0,0.0,61.47316428571435,9240.759574920634
648.9342857142857,648.9342857142857,0.0,0.0,67.24071428571429,9166.047670158729
644.9565904761905,644.9565904761905,0.0,0.0,25.278109523809462,9137.960881798941
636.193680952381,636.193680952381,0.0,0.0,7.716469047618981,9129.387027301587
633.2990476190475,633.2990476190475,0.0,0.0,23.71095238095237,9103.041524656084
646.5668523809522,646.5668523809522,0.0,0.0,11.3499142857144,9090.430508783069
664.7070595238096,664.7070595238096,0.0,7.581676190476249,0.0,9097.254017354497
664.3719047619047,664.3719047619047,0.0,5.6569047619047215,0.0,9102.34523164021
1475.0948285714285,1475.0948285714285,0.0,810.918095238095,0.0,9832.171517354496
691.4083380952379,691.4083380952379,0.0,0.0,58.48666190476206,9767.186337460316
0.0,0.0,31.66333333333326,0.0,833.3333333333333,8841.260411534391
0.0,0.0,40.235749999999975,0.0,833.3333333333333,7915.334485608465
0.0,757.8618058095228,0.0,0.0,121.58297752381046,7780.2422883597865
0.0,0.0,80.39333333333327,0.0,833.3333333333333,6854.31636243386
580.4906976190471,797.7161595238096,0.0,0.0,102.1546571428571,6740.811187830685
791.8089285714286,791.8089285714286,0.0,0.0,69.72593809523808,6663.337923280421
762.5886904761902,762.5886904761902,0.0,0.0,61.82630952380971,6594.642023809522
722.8562285714285,722.8562285714285,0.0,0.0,65.5805714285716,6521.77472222222
678.0212214285714,678.0212214285714,0.0,0.0,57.49121190476186,6457.895597883596
620.472380952381,620.472380952381,0.0,0.0,37.598452380952494,6416.119539682537
1392.7293047619046,1392.7293047619046,0.0,806.0722880952378,0.0,7141.584598968251
609.7556833333334,609.7556833333334,0.0,0.0,26.67706666666648,7111.943413783066
0.0,0.0,0.0,0.0,737.5629166666668,6292.429061931214
0.0,0.0,0.0,0.0,696.8596333333332,5518.140580449733
0.0,0.0,0.0,0.0,644.6328333333333,4801.881876746029
0.0,0.0,0.0,0.0,633.94125,4097.502710079362
0.0,0.0,0.0,0.0,582.8406999999999,3449.9019323015846
0.0,0.0,0.0,0.0,511.4707166666666,2881.6011360052885
0.0,0.0,0.0,0.0,479.51791666666674,2348.8034508201035
0.0,0.0,0.0,0.0,515.9303666666666,1775.5474878571406
0.0,0.0,0.0,0.0,485.5158000000001,1236.0854878571404
0.0,0.0,358.4288942619069,0.0,32.476939071426344,1200.0
0.0,0.0,360.69461666666666,0.0,0.0,1200.0
0.0,0.0,316.25645,0.0,0.0,1200.0
0.0,0.0,236.78916666666674,0.0,0.0,1200.0
0.0,0.0,196.02129999999988,0.0,0.0,1200.0
0.0,0.0,199.09936666666664,0.0,0.0,1200.0
0.0,0.0,225.44750000000005,0.0,0.0,1200.0
0.0,0.0,237.37681666666668,0.0,0.0,1200.0
15.587609523809835,15.587609523809835,147.92510714285677,0.0,0.0,1200.0
833.3333333333333,833.3333333333333,0.0,787.1654166666665,0.0,1908.4488749999998
833.3333333333333,833.3333333333333,0.0,815.7716499999999,0.0,2642.64336
833.3333333333333,833.3333333333333,0.0,754.8675333333333,0.0,3322.02414
833.3333333333333,833.3333333333333,0.0,705.27125,0.0,3956.768265
833.3333333333333,833.3333333333333,0.0,777.4665999999999,0.0,4656.488205
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,5406.488205
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,6156.488205
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,6906.488205
833.3333333333333,833.3333333333333,0.0,833.3333333333333,0.0,7656.488205
833.3333333333333,833.3333333333333,0.0,826.69125,0.0,8400.51033
833.3333333333333,833.3333333333333,0.0,786.5494166666668,0.0,9108.404805
833.3333333333333,833.3333333333333,0.0,754.34205,0.0,9787.31265
0.0,0.0,0.0,0.0,83.33416666666653,9694.71913148148
0.0,0.0,0.0,0.0,78.84148333333344,9607.117483333333
0.0,0.0,0.0,0.0,104.5936,9490.902372222223
0.0,0.0,0.0,0.0,133.89291666666668,9342.132464814815
0.0,0.5357428571430015,0.0,0.0,109.47924047619031,9220.488864285715
0.0,0.0,0.0,0.0,131.56521666666654,9074.305290211641
0.0,0.0,0.0,0.0,194.1579166666667,8858.574271693124
0.0,0.0,0.0,0.0,192.12701666666663,8645.099808730161
0.0,0.0,0.0,0.0,182.65113333333343,8442.154105026457
0.0,0.0,0.0,0.0,210.03624999999994,8208.780493915347
0.0,0.0,0.0,0.0,264.89225,7914.455771693124
0.0,0.0,0.0,0.0,342.5916,7533.79843835979
1123.0039880952381,1123.0039880952381,0.0,706.7348214285713,0.0,8169.859777645504
1155.698419047619,1155.698419047619,0.0,705.003419047619,0.0,8804.362854788362
366.7394952380953,836.8736060846579,0.0,363.8825060846581,0.0,9131.857110264555
425.9352976190474,425.9352976190474,0.0,0.0,92.79220238095255,9028.754663174608
478.64008809523807,478.64008809523807,0.0,0.0,116.72476190476193,8899.060483280427
522.2694666666667,522.2694666666667,0.0,0.0,110.01409999999987,8776.822594391539
562.3169642857142,562.3169642857142,0.0,0.0,84.94970238095235,8682.43403619048
606.2529404761904,606.2529404761904,0.0,0.0,120.3820095238096,8548.676247830692
656.8510380952381,656.8510380952381,0.0,0.0,145.9541952380952,8386.504919788364
708.8669047619047,708.8669047619047,0.0,0.0,134.96559523809537,8236.54314730159
752.0212047619048,752.0212047619048,0.0,0.0,131.90017857142857,8089.9873933333365
783.5331809523809,783.5331809523809,0.0,0.0,137.7364857142858,7936.946853650797
811.6377380952379,811.6377380952379,0.0,0.0,146.05601190476196,7774.6623959788385
