P_plan_kWh,P_em_kWh,E_bat_kWh
636.9012755527517,0.0,10105.937802891229
642.8690572557362,0.0,10143.880504421391
646.4544103425328,0.0,10151.20297372967
718.2106464182199,0.0,10215.456280506069
642.840369716923,0.0,10217.9449182513
660.0460667539584,0.0,10244.621878329863
656.6542005691912,0.0,10282.528678842134
672.3122401779893,0.0,10336.320110002325
694.4700519245554,0.0,10391.530656734425
666.5300355601049,0.0,10393.73753373852
655.8058496006619,0.0,10366.71229255407
675.8209031454768,0.0,10373.433105384998
671.9315337284787,0.0,10401.19872074063
672.4697929299966,0.0,10424.020194377626
687.9476305672988,0.0,10431.260061888195
689.6370084863722,0.0,10431.40516452593
696.4453537220776,0.0,10420.336224217126
709.9543671772369,0.0,10413.424409969612
704.369216855807,0.0,10444.145475139838
691.3880441294357,0.0,10486.87557985633
690.6121342488642,0.0,10517.117500680308
705.0012710858148,0.0,10559.493554657542
723.542692083772,0.0,10619.269132532936
715.201284721978,0.0,10670.106788782716
1516.787025388271,0.0,10800.0
763.2702649535445,0.0,10800.0
901.272990689463,0.0,10800.0
235.7813683514743,0.0,10091.346983353491
893.3480350692239,0.0,10103.859909915793
907.9382381926654,0.0,10097.428322722459
908.322895696746,0.0,10105.03519384953
888.7284764332768,0.0,10129.509442639479
845.1854236775018,0.0,10148.20282394923
800.4271620986234,0.0,10158.99414983799
763.1218141350896,0.0,10183.842592559571
708.4601598121033,0.0,10229.192986390464
1464.576467211545,0.0,10800.0
716.5950348500128,0.0,10800.0
52.25539174356845,0.0,10038.54719452989
19.281669135288514,0.0,9285.682789865396
0.0,0.0,8569.424086161693
0.0,0.0,7865.044919495026
0.0,0.0,7217.444141717248
0.0,0.0,6649.143345420952
0.0,0.0,6116.345660235766
0.0,0.0,5543.089697272803
0.0,0.0,5003.627697272803
0.0,0.0,4569.287882457988
190.33314576438664,0.0,4379.997359233233
0.0,0.0,4028.601303677677
0.0,0.0,3765.502229603603
0.0,0.0,3547.700785159159
0.0,0.0,3326.47926664064
0.0,0.0,3075.982044418418
0.0,0.0,2812.2300258998994
157.9755430824232,0.0,2806.0776108062955
968.2363555986836,0.0,3556.0776108062955
959.93037613445,0.0,4306.0776108062955
947.2987669046657,0.0,5056.0776108062955
930.8111567860492,0.0,5778.55177691374
925.4182890208932,0.0,6528.55177691374
884.8826362706416,0.0,7278.55177691374
833.3333333333333,0.0,8028.55177691374
833.3333333333333,0.0,8778.55177691374
849.4378444463728,0.0,9528.55177691374
852.2946467206978,0.0,10278.55177691374
846.2712227065688,0.0,10800.0
884.7000939185797,0.0,10800.0
110.43089103771536,0.0,10800.0
115.00646466219723,0.0,10800.0
112.14847386702283,0.0,10800.0
129.35356943903935,0.0,10794.956280858192
147.35676285849542,0.0,10800.0
0.0,0.0,10653.816425925927
0.0,0.0,10438.085407407409
0.0,0.0,10224.610944444446
0.0,0.0,10021.665240740742
0.0,0.0,9788.291629629632
0.0,0.0,9493.96690740741
0.0,0.0,9113.309574074077
1271.3770601369213,0.0,9863.309574074077
1290.5936689999492,0.0,10613.309574074077
1329.5185684170142,0.0,10800.0
573.3849484292977,0.0,10800.0
622.9679490802333,0.0,10800.0
671.976961588841,0.0,10800.0
712.3426590094373,0.0,10800.0
751.1066182153505,0.0,10800.0
795.0312672862358,0.0,10791.36225994767
842.4084677936863,0.0,10789.780001940655
885.2345876598062,0.0,10790.96188583448
932.5741163445546,0.0,10800.0
983.3314519650836,0.0,10800.0
1022.4372947819284,0.0,10800.0
1030.6883696537484,0.0,10800.0
1047.521242584522,0.0,10800.0
1079.7226153023921,0.0,10800.0
948.4618543435464,0.0,10800.0
733.2632171573397,0.0,10799.583204248896
710.6543799000183,0.0,10800.0
741.4016650691548,0.0,10800.0
732.4734916846908,0.0,10800.0
733.6070562682028,0.0,10800.0
580.8121100473422,0.0,10672.969529682232
0.0,0.0,9905.425085237788
0.0,0.0,9113.573751904454
0.0,0.0,8296.702288941491
0.0,0.0,7476.574511163713
0.0,0.0,6673.626251904454
0.0,0.0,5878.910863015565
0.0,0.0,5081.3238259785285
0.0,0.0,4290.59717783038
0.0,0.0,3494.6103630155653
0.0,0.0,2683.941844497047
0.0,0.0,1879.3162889414916
729.9371132820785,0.0,1903.4162908953622
733.3404589416186,0.0,1935.687703942819
727.482446948442,0.0,1930.7297190707175
720.6361935792206,0.0,1917.6071748994812
736.6928514001876,0.0,1937.87324115965
775.2363847668887,0.0,1961.6204174498498
714.637195265459,0.0,1986.216438188763
644.7911853961006,0.0,2072.5230050452537
1393.5512101085774,0.0,2822.5230050452537
558.8095918666987,0.0,2841.0130327252828
1382.2737675444919,0.0,3581.4104235153254
1401.3116767408233,0.0,4317.354517582066
573.4106501777243,0.0,4322.294947742018
561.9515270020775,0.0,4339.693322043888
576.8293018350487,0.0,4339.486175934682
589.967833341117,0.0,4359.644495941688
589.4770019161782,0.0,4426.118797666248
596.85736071767,0.0,4483.455617312151
590.5063625899629,0.0,4493.337313643117
592.9377052773489,0.0,4493.9982483927315
1420.453512562584,0.0,5243.9982483927315
1423.283439471962,0.0,5993.9982483927315
1440.6632712293158,0.0,6741.538192499116
1440.6972064101737,0.0,7491.538192499116
1445.892625619581,0.0,8241.538192499116
1458.2966917261724,0.0,8991.538192499116
629.5309889753222,0.0,9009.081492576906
631.1794930124968,0.0,9039.435066288153
1464.24542529367,0.0,9789.435066288153
624.339207087544,0.0,9791.472147666944
633.9387375367546,0.0,9793.129486450023
648.3302699034346,0.0,9824.061229363115
978.3677717707284,0.0,10152.70634395677
644.6863589676573,0.0,10168.041017027661
658.1924306967743,0.0,10186.574204654758
639.7856532271874,0.0,10195.143842559228
652.5611620396173,0.0,10208.892748394883
687.690215559207,0.0,10247.36494239817
668.6638621924856,0.0,10297.661783371406
663.0554202546061,0.0,10340.857766600551
679.8459871528864,0.0,10363.24015503815
668.9038678881107,0.0,10373.159656137448
662.8913280818783,0.0,10394.814791411138
679.0715544205148,0.0,10443.368190389601
688.7818046714293,0.0,10497.735559593888
697.9678259594714,0.0,10547.536422957412
706.1310746407945,0.0,10589.246390134127
696.1178200995678,0.0,10611.759893223738
679.8047173630866,0.0,10630.913408850516
677.3317782226848,0.0,10668.065509250933
696.9433899046404,0.0,10717.88429516511
716.5723640282441,0.0,10759.840402790529
705.8496110520133,0.0,10781.047052737342
1510.2016690401474,0.0,10800.0
759.780031387793,0.0,10800.0
895.5954749467096,0.0,10800.0
226.35670447019234,0.0,10073.958097559473
881.8298111988076,0.0,10082.8063376384
900.2924342400984,0.0,10117.308528454489
908.611004694932,0.0,10154.474482679927
884.9404001680956,0.0,10190.348827831212
831.0888014432481,0.0,10218.482874130135
790.58591903969,0.0,10229.736356265856
755.4918658333901,0.0,10238.571805515907
698.2249785429636,0.0,10250.877036204574
1458.7447567001084,0.0,10800.0
706.5143527709254,0.0,10800.0
31.545397096174383,0.0,9927.962015292045
0.4964176662157721,0.0,9061.162720106358
0.0,0.0,8266.524905291544
0.0,0.0,7516.186942328582
0.0,0.0,6844.842979365619
0.0,0.0,6205.491016402656
0.0,0.0,5570.44009047673
0.0,0.0,5014.3943126989525
0.0,0.0,4498.095368254508
0.0,0.0,3978.0893497359893
167.36478939577708,0.0,3711.6564861016677
0.0,0.0,3330.824319435001
0.0,0.0,2990.7581157312975
0.0,0.0,2696.6417638794455
0.0,0.0,2452.3441527683344
0.0,0.0,2243.8714675831493
0.0,0.0,2047.7456898053717
161.61074718372825,0.0,2062.435067270727
956.1738343790195,0.0,2812.435067270727
942.1475848768703,0.0,3535.8219036599103
935.4995925795843,0.0,4255.693256981536
929.7705530949283,0.0,5005.693256981536
924.6619550162678,0.0,5755.693256981536
884.1175636476679,0.0,6505.693256981536
833.3333333333333,0.0,7255.693256981536
835.6002989074137,0.0,8005.693256981536
854.8610804328902,0.0,8755.693256981536
854.4515209732062,0.0,9505.693256981536
846.234957199988,0.0,10255.693256981536
876.3818968043554,0.0,10800.0
93.45968036370712,0.0,10785.328348552268
102.90573648035691,0.0,10749.463889085997
109.13469586617435,0.0,10683.10571782619
128.3091660253947,0.0,10583.84090229885
136.4338082827832,0.0,10509.580892983424
0.0,0.0,10290.541781872313
0.0,0.0,10043.65705965009
0.0,0.0,9781.239022613052
0.0,0.0,9468.27604113157
0.0,0.0,9083.780207798238
0.0,0.0,8675.338596687126
0.0,0.0,8235.688411501942
1256.9520084260766,0.0,8952.20346908541
1285.84275478074,0.0,9626.665813388077
1196.1564083263695,0.0,10198.06809588181
553.2017212410298,0.0,10199.314644998736
615.3870364989755,0.0,10227.540822847814
659.5570840978247,0.0,10254.586033535856
692.1614306534248,0.0,10271.229821123938
741.4432287309869,0.0,10278.123456981826
796.2972798809229,0.0,10281.995523874657
844.5915342339059,0.0,10290.222154685172
885.6461419419089,0.0,10304.971992432891
930.6158824376244,0.0,10321.412036626753
981.3110675699579,0.0,10337.875497439714
1024.7715998234162,0.0,10362.144822280789
1034.331308163756,0.0,10389.812479628168
1045.288140038548,0.0,10425.261805662862
1071.264699469017,0.0,10467.261685184976
940.8486738069884,0.0,10483.185556611266
731.0520617696116,0.0,10468.913773392316
709.5409302129088,0.0,10490.647060583935
743.6293342246299,0.0,10527.311561386103
738.2914981417609,0.0,10538.990409713688
734.3673381288796,0.0,10546.28077402968
558.6074525627776,0.0,10377.622165766099
0.0,0.0,9603.229573173507
0.0,0.0,8821.32353613647
0.0,0.0,8027.900165766099
0.0,0.0,7238.277943543877
0.0,0.0,6463.841128729062
0.0,0.0,5658.977443543877
0.0,0.0,4818.994110210543
0.0,0.0,4036.9257213216542
0.0,0.0,3291.985925025358
0.0,0.0,2521.9674065068393
0.0,0.0,1732.7702028031358
726.5230120938895,0.0,1737.4406736876365
728.5781959989141,0.0,1740.5065500866592
726.2894843387824,0.0,1753.5302259915634
717.4987379652982,0.0,1768.370000160332
727.9288216412597,0.0,1782.2709396374657
769.2824739324872,0.0,1814.3665961767042
711.8921044593745,0.0,1860.4284501901413
639.9913470998246,0.0,1943.9211625799835
1382.4421856760619,0.0,2683.943254688439
547.1174273919053,0.0,2619.3534332720374
1378.4782599114526,0.0,3315.9083671923445
1401.8059200671687,0.0,4062.593160252796
572.5658888981644,0.0,4080.4018102611444
559.5988518734389,0.0,4084.8092769472396
576.1808646269235,0.0,4107.656585111471
581.9298255376546,0.0,4141.4937430953605
569.9251932195511,0.0,4163.411916992956
576.6700470792402,0.0,4181.370154364273
584.349746585111,0.0,4208.565826290873
595.9887454169203,0.0,4247.254197166101
1407.546050856646,0.0,4981.627932937083
1410.523711624822,0.0,5692.155113399423
1445.232533073739,0.0,6442.155113399423
1437.4507540684892,0.0,7192.155113399423
1434.0274131729266,0.0,7942.155113399423
1446.8325146660013,0.0,8692.155113399422
615.5486792348235,0.0,8680.061331067744
614.7091851362052,0.0,8679.507777515379
1451.5931439026153,0.0,9429.507777515379
620.9868110958439,0.0,9436.106002501638
627.5127608879111,0.0,9435.00721830302
634.083726159409,0.0,9458.518571846489
1250.2556668785896,0.0,10033.63208703722
645.6177760096994,0.0,10036.048820445949
649.5780478968286,0.0,10020.278132923906
630.0350727744274,0.0,10015.17934341401
644.1357183447037,0.0,10028.807939924245
677.4392756539186,0.0,10057.988288012772
658.0320810314695,0.0,10096.822955941094
652.0378535851846,0.0,10128.20936416776
669.168201630649,0.0,10145.307745635344
661.4179808211337,0.0,10169.907098374364
657.7452254282566,0.0,10182.188806259795
673.3615918600545,0.0,10160.697982400598
679.4736375975333,0.0,10129.438357508969
682.6078200764135,0.0,10122.634027964243
688.9827210988142,0.0,10145.377976953176
686.5375356716655,0.0,10168.743509057675
674.0468195444937,0.0,10168.457678921926
667.4121921741207,0.0,10154.19159615243
680.9481389195562,0.0,10172.27132618003
696.6145045524419,0.0,10197.59040027723
689.8722865733226,0.0,10193.670718692032
1506.7209484918799,0.0,10800.0
757.8091520527933,0.0,10800.0
887.0866549668524,0.0,10800.0
216.28488917890837,0.0,10049.405969458046
876.0468269435491,0.0,10048.67179569162
897.4133024181715,0.0,10080.684767867975
903.2083511178416,0.0,10091.126463874032
876.1597299274649,0.0,10114.747350808751
822.1170264617214,0.0,10167.6320496243
780.6019009108892,0.0,10171.993510444101
743.7726377299365,0.0,10140.070867181068
689.4283622285138,0.0,10145.65501818673
1459.320578907342,0.0,10800.0
701.436178732874,0.0,10800.0
11.357810252861933,15.121773080471332,9874.074074074075
0.0,0.0,8973.034777777779
0.0,0.0,8180.965574074075
0.0,0.0,7427.04288888889
0.0,0.0,6717.208259259261
0.0,0.0,6066.5749629629645
0.0,0.0,5472.747185185187
0.0,0.0,4915.963055555558
0.0,0.0,4388.352870370372
0.0,0.0,3882.783888888891
15.605068950985544,0.0,3409.34155809369
0.0,0.0,2991.477446982579
0.0,0.0,2666.7441136492457
0.0,0.0,2346.8913729085048
0.0,0.0,2028.9398729085046
0.0,0.0,1763.2945025381343
0.0,0.0,1565.2289840196158
155.90467670546585,0.0,1563.9697914701335
955.1980293688282,0.0,2275.661767902079
943.414120070413,0.0,2999.679580965451
935.4325423309534,0.0,3749.679580965451
921.1373666499867,0.0,4495.808710950439
900.9677522849057,0.0,5157.744463006854
856.8364283700876,0.0,5812.670453539933
833.3333333333333,0.0,6553.7439535399335
833.3333333333333,0.0,7289.669288539933
833.3333333333333,0.0,8023.513733539933
833.3333333333333,0.0,8773.513733539934
833.3333333333333,0.0,9523.513733539934
851.3770391828936,0.0,10273.513733539934
75.65221113365499,0.0,10343.447973560224
96.11612402274002,0.0,10428.32228518069
106.51623260609892,0.0,10490.060709526178
122.6048044123262,0.0,10535.522158497271
124.5642297826799,0.0,10600.079740301684
0.0,0.0,10508.921073635018
0.0,0.0,10332.603481042424
0.0,0.0,10128.434962523907
0.0,0.0,9874.205092153536
0.0,0.0,9549.667129190573
0.0,0.0,9221.299351412796
0.0,0.0,8864.318962523907
1259.3325776625302,0.0,9614.318962523907
1295.020508298715,0.0,10364.318962523907
1102.902104576411,0.0,10800.0
550.9516432611458,0.0,10800.0
601.375117289939,0.0,10800.0
644.2540451526521,0.0,10800.0
687.0790051734095,0.0,10800.0
744.8051045281165,0.0,10800.0
799.5974977387034,0.0,10800.0
841.0500671773267,0.0,10800.0
876.7803713103067,0.0,10800.0
924.3017727442881,0.0,10800.0
980.5492980183672,0.0,10800.0
1022.7775120851244,0.0,10800.0
1029.6426099903683,0.0,10800.0
1035.7645123384177,0.0,10800.0
1054.4447591104922,0.0,10798.812343456102
930.3695916013287,0.0,10800.0
732.5159744733238,0.0,10800.0
703.106666703879,0.0,10780.86396300431
735.3618179392821,0.0,10778.821853307218
739.7508237622017,0.0,10800.0
738.2742804154175,0.0,10800.0
494.44366705179755,0.0,10535.031111539034
0.0,0.0,9753.97555598348
0.0,0.0,8958.100481909405
0.0,0.0,8149.7973152427385
0.0,0.0,7353.676944872368
0.0,0.0,6560.831778205701
0.0,0.0,5769.26729672422
0.0,0.0,4980.272852279775
0.0,0.0,4187.398389316812
0.0,0.0,3390.2398893168124
0.0,0.0,2598.7028522797755
0.0,0.0,1823.7540374649607
727.9872947873309,0.0,1844.3526327735585
726.5635611718919,0.0,1846.0808378282613
719.7011020921638,0.0,1850.8713747112088
713.5072952384573,0.0,1851.6856304258206
727.7300158774331,0.0,1841.3041665859316
763.0165638192881,0.0,1853.613284023291
703.2171489837117,0.0,1894.2725531086317
637.5532121313183,0.0,1991.5279440268182
1388.563449085553,0.0,2741.527944026818
564.5002175286777,0.0,2744.5267298026283
1396.858826189783,0.0,3494.5267298026283
1401.8681408225696,0.0,4244.526729802628
561.8953387244073,0.0,4244.3439765334515
552.5780618348268,0.0,4239.088119312889
569.8914107374743,0.0,4255.942818976616
572.782399230409,0.0,4277.560968283984
558.0452067754735,0.0,4280.39915438191
566.3585928585733,0.0,4278.640739039584
573.07841180256,0.0,4287.566184661889
586.9754358110566,0.0,4316.37557689184
1410.8765191434395,0.0,5061.476309120935
1418.0058651846139,0.0,5789.397762787088
1441.3157213626891,0.0,6539.397762787088
1429.3423442800922,0.0,7289.397762787088
1424.8116883347996,0.0,8032.971842288408
1439.4664089204234,0.0,8753.64511031679
617.0607743365026,0.0,8755.527857219642
612.7008359799347,0.0,8780.088799601583
1440.0450073359862,0.0,9530.088799601583
618.1657023667258,0.0,9516.11065408313
630.3812183060852,0.0,9522.403290558606
631.6531363666213,0.0,9563.794113288566
1167.302862117144,0.0,10082.222159193996
640.7810608354158,0.0,10114.16064894587
648.2261586676445,0.0,10154.02269174675
626.9566252243064,0.0,10172.738574448626
637.659434509741,0.0,10168.100168348337
668.9582146494146,0.0,10163.579666106945
649.5357991326099,0.0,10178.396410326295
645.9549302029575,0.0,10205.593132508957
666.0606893057061,0.0,10225.953252884092
658.0959515373759,0.0,10231.88113426773
654.9573322393304,0.0,10212.17041082995
673.4247445158078,0.0,10188.57568251418
679.7248345105811,0.0,10205.270908573702
680.2320480766556,0.0,10257.742721842693
684.2458710935914,0.0,10310.839005826925
680.7216858085204,0.0,10321.030503054593
668.8684672279935,0.0,10317.798892567178
662.7734863438452,0.0,10337.078530276638
673.1615938635696,0.0,10345.628359753851
686.9534171010624,0.0,10345.942220144807
681.8157933337031,0.0,10360.45093414514
1502.8704593659652,0.0,10800.0
747.8523483139062,0.0,10800.0
872.3557411599395,0.0,10800.0
218.39674009726286,0.0,10045.55621121918
